movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
Avatar,425000000,760507625,2015837654,2776345279,553.2577127058823,2351345279,2009,,6.1,43.0,Unknown,>$100M,Blockbuster (>$150M)
Titanic,200000000,659363944,1548844451,2208208395,1004.1041974999999,2008208395,1997,,,,Unknown,>$100M,Blockbuster (>$150M)
Star Wars Ep. VII: The Force Awakens,306000000,936662225,1116648995,2053311220,571.0167385620915,1747311220,2015,,,,Unknown,>$100M,Blockbuster (>$150M)
Avengers: Infinity War,300000000,678815482,1369318718,2048134200,582.7114,1748134200,2018,BV,8.5,670926.0,Indie,>$100M,Blockbuster (>$150M)
Jurassic World,215000000,652270625,996584239,1648854864,666.9092390697674,1433854864,2015,Uni.,7.0,539338.0,Indie,>$100M,Blockbuster (>$150M)
Furious 7,190000000,353007020,1165715774,1518722794,699.3277863157895,1328722794,2015,Uni.,7.2,335074.0,Indie,>$100M,Blockbuster (>$150M)
The Avengers,225000000,623279547,894656350,1517935897,574.6381764444443,1292935897,2012,,8.1,1183655.0,Unknown,>$100M,Blockbuster (>$150M)
Avengers: Age of Ultron,330600000,459005868,944008095,1403013963,324.38413883847545,1072413963,2015,BV,7.3,665594.0,Indie,>$100M,Blockbuster (>$150M)
Black Panther,200000000,700059566,648198658,1348258224,574.129112,1148258224,2018,BV,7.3,516148.0,Indie,>$100M,Blockbuster (>$150M)
Harry Potter and the Deathly Hallows: Part II,125000000,381193157,960500000,1341693157,973.3545256000001,1216693157,2011,,,,Unknown,>$100M,High ($50-150M)
Star Wars Ep. VIII: The Last Jedi,317000000,620181382,696540365,1316721747,315.3696362776025,999721747,2017,,,,Unknown,>$100M,Blockbuster (>$150M)
Jurassic World: Fallen Kingdom,170000000,417719760,888053039,1305772799,668.1016464705882,1135772799,2018,Uni.,6.2,219125.0,Indie,>$100M,Blockbuster (>$150M)
Frozen,150000000,400738009,871731901,1272469910,748.3132733333333,1122469910,2013,BV,6.2,62311.0,Indie,>$100M,High ($50-150M)
Beauty and the Beast,160000000,504014165,755185541,1259199706,686.99981625,1099199706,2017,,6.4,18100.0,Unknown,>$100M,Blockbuster (>$150M)
Incredibles 2,200000000,608581744,633938967,1242520711,521.2603555000002,1042520711,2018,BV,7.7,203510.0,Indie,>$100M,Blockbuster (>$150M)
The Fate of the Furious,250000000,225764765,1009081502,1234846267,393.93850679999997,984846267,2017,Uni.,6.7,179774.0,Indie,>$100M,Blockbuster (>$150M)
Iron Man 3,200000000,408992272,806400000,1215392272,507.696136,1015392272,2013,BV,7.2,692794.0,Indie,>$100M,Blockbuster (>$150M)
Minions,74000000,336045770,824290403,1160336173,1468.0218554054056,1086336173,2015,Uni.,6.4,193917.0,Indie,$50-100M,High ($50-150M)
Aquaman,160000000,335061807,811832833,1146894640,616.80915,986894640,2018,WB,7.1,263328.0,Major,>$100M,Blockbuster (>$150M)
The Lord of the Rings: The Return of the King,94000000,377845905,763557436,1141403341,1114.2588734042554,1047403341,2003,,,,Unknown,$50-100M,High ($50-150M)
Captain America: Civil War,250000000,408084349,731985064,1140069413,356.0277652,890069413,2016,BV,7.8,583507.0,Indie,>$100M,Blockbuster (>$150M)
Transformers: Dark of the Moon,195000000,352390543,771400000,1123790543,476.3028425641026,928790543,2011,P/DW,6.2,366409.0,Indie,>$100M,Blockbuster (>$150M)
Captain Marvel,175000000,426525952,696535598,1123061550,541.7494571428572,948061550,2019,,7.0,296225.0,Unknown,>$100M,Blockbuster (>$150M)
Skyfall,200000000,304360277,806166704,1110526981,455.26349050000005,910526981,2012,Sony,7.8,592221.0,Major,>$100M,Blockbuster (>$150M)
Transformers: Age of Extinction,210000000,245439076,858600000,1104039076,425.73289333333327,894039076,2014,Par.,5.7,283486.0,Indie,>$100M,Blockbuster (>$150M)
The Dark Knight Rises,275000000,448139099,636300000,1084439099,294.34149054545446,809439099,2012,WB,8.4,1387769.0,Major,>$100M,Blockbuster (>$150M)
Toy Story 3,200000000,415004880,653874642,1068879522,434.43976100000003,868879522,2010,BV,8.3,682218.0,Indie,>$100M,Blockbuster (>$150M)
Pirates of the Caribbean: Dead Manâs Chest,225000000,423315812,642900000,1066215812,373.87369422222224,841215812,2006,,,,Unknown,>$100M,Blockbuster (>$150M)
Rogue One: A Star Wars Story,200000000,532177324,516925532,1049102856,424.55142800000004,849102856,2016,BV,7.8,478592.0,Indie,>$100M,Blockbuster (>$150M)
Pirates of the Caribbean: On Stranger Tides,410600000,241063875,804600000,1045663875,154.6672856794934,635063875,2011,BV,6.6,447624.0,Indie,>$100M,Blockbuster (>$150M)
Jurassic Park,63000000,395708305,643104279,1038812584,1548.9088634920633,975812584,1993,,,,Unknown,$50-100M,High ($50-150M)
Despicable Me 3,75000000,264624300,770103450,1034727750,1279.637,959727750,2017,Uni.,6.3,92580.0,Indie,$50-100M,High ($50-150M)
Star Wars Ep. I: The Phantom Menace,115000000,474544677,552500000,1027044677,793.0823278260871,912044677,1999,,,,Unknown,>$100M,High ($50-150M)
Alice in Wonderland,200000000,334191110,691300000,1025491110,412.745555,825491110,2010,,6.5,358813.0,Unknown,>$100M,Blockbuster (>$150M)
Finding Dory,200000000,486295561,534919632,1021215193,410.6075965,821215193,2016,BV,7.3,213542.0,Indie,>$100M,Blockbuster (>$150M)
Zootopia,150000000,341268248,678161368,1019429616,579.6197440000002,869429616,2016,BV,8.0,383446.0,Indie,>$100M,High ($50-150M)
The Hobbit: An Unexpected Journey,250000000,303003568,714000000,1017003568,306.8014272000001,767003568,2012,WB (NL),7.9,719629.0,Major,>$100M,Blockbuster (>$150M)
The Dark Knight,185000000,533720947,468275260,1001996207,441.6195713513514,816996207,2008,,,,Unknown,>$100M,Blockbuster (>$150M)
The Lion King,79300000,421785283,564429585,986214868,1143.650527112232,906914868,1994,,,,Unknown,$50-100M,High ($50-150M)
Despicable Me 2,76000000,368065385,607151450,975216835,1183.1800460526315,899216835,2013,Uni.,7.4,344230.0,Indie,$50-100M,High ($50-150M)
Harry Potter and the Sorcererâs Stone,125000000,317871467,657176139,975047606,680.0380848,850047606,2001,,,,Unknown,>$100M,High ($50-150M)
Jumanji: Welcome to the Jungle,90000000,404508916,559987277,964496193,971.6624366666665,874496193,2017,Sony,7.0,242735.0,Major,$50-100M,High ($50-150M)
Pirates of the Caribbean: At Worldâs End,300000000,309420425,654000000,963420425,221.14014166666664,663420425,2007,,,,Unknown,>$100M,Blockbuster (>$150M)
The Jungle Book,175000000,364001123,598853424,962854547,450.2025982857143,787854547,2016,,7.0,59.0,Unknown,>$100M,Blockbuster (>$150M)
Harry Potter and the Deathly Hallows: Part I,125000000,296131568,664300000,960431568,668.3452543999998,835431568,2010,,,,Unknown,>$100M,High ($50-150M)
The Hobbit: The Desolation of Smaug,250000000,258366855,702000000,960366855,284.146742,710366855,2013,WB (NL),7.8,565563.0,Major,>$100M,Blockbuster (>$150M)
The Hobbit: The Battle of the Five Armies,250000000,255119788,690457833,945577621,278.2310484,695577621,2014,WB (NL),7.4,438621.0,Major,>$100M,Blockbuster (>$150M)
Harry Potter and the Order of the Phoenix,150000000,292137260,650939197,943076457,528.717638,793076457,2007,,,,Unknown,>$100M,High ($50-150M)
Shrek 2,70000000,441226247,495781885,937008132,1238.5830457142854,867008132,2004,,,,Unknown,$50-100M,High ($50-150M)
Finding Nemo,94000000,380529370,555900000,936429370,896.2014574468085,842429370,2003,,,,Unknown,$50-100M,High ($50-150M)
Harry Potter and the Half-Blood Prince,250000000,302089278,633124489,935213767,274.0855068,685213767,2009,,,,Unknown,>$100M,Blockbuster (>$150M)
The Lord of the Rings: The Two Towers,94000000,342548984,592150661,934699645,894.3613244680852,840699645,2002,,,,Unknown,$50-100M,High ($50-150M)
Harry Potter and the Goblet of Fire,150000000,290201752,606898042,897099794,498.06652933333334,747099794,2005,,,,Unknown,>$100M,High ($50-150M)
Bohemian Rhapsody,55000000,216303339,678682003,894985342,1527.2460763636366,839985342,2018,Fox,8.0,345466.0,Major,$50-100M,High ($50-150M)
Spider-Man 3,258000000,336530303,558329927,894860230,246.8450503875969,636860230,2007,,,,Unknown,>$100M,Blockbuster (>$150M)
The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,571666235,887210985,713.9550321100917,778210985,2001,,,,Unknown,>$100M,High ($50-150M)
The Secret Life of Pets,75000000,368384330,518366204,886750534,1082.3340453333333,811750534,2016,Uni.,6.5,161997.0,Indie,$50-100M,High ($50-150M)
Spider-Man: Homecoming,175000000,334201140,545965210,880166350,402.9522,705166350,2017,Sony,7.5,426302.0,Major,>$100M,Blockbuster (>$150M)
Ice Age: Continental Drift,95000000,161321843,718443294,879765137,826.068565263158,784765137,2012,Fox,6.6,175601.0,Major,$50-100M,High ($50-150M)
Spectre,300000000,200074175,679546748,879620923,193.2069743333333,579620923,2015,Sony,6.8,352504.0,Major,>$100M,Blockbuster (>$150M)
Harry Potter and the Chamber of Secrets,100000000,262233381,616991754,879225135,779.2251349999999,779225135,2002,,,,Unknown,$50-100M,High ($50-150M)
Batman v Superman: Dawn of Justice,250000000,330360194,537140087,867500281,247.00011239999998,617500281,2016,WB,6.5,576909.0,Major,>$100M,Blockbuster (>$150M)
The Hunger Games: Catching Fire,130000000,424668047,440200000,864868047,565.2831130769231,734868047,2013,LGF,7.5,575455.0,Indie,>$100M,High ($50-150M)
Guardians of the Galaxy Vol 2,200000000,389813101,472503132,862316233,331.1581165,662316233,2017,,,,Unknown,>$100M,Blockbuster (>$150M)
Ice Age: Dawn of the Dinosaurs,90000000,196573705,663128152,859701857,855.2242855555555,769701857,2009,,,,Unknown,$50-100M,High ($50-150M)
Inside Out,175000000,356461711,497774281,854235992,388.1348525714286,679235992,2015,BV,4.6,1566.0,Indie,>$100M,Blockbuster (>$150M)
Venom,116000000,213511408,640117197,853628605,635.8867284482758,737628605,2018,,6.7,275406.0,Unknown,>$100M,High ($50-150M)
Star Wars Ep. III: Revenge of the Sith,115000000,380270577,468728300,848998877,638.2598930434782,733998877,2005,,,,Unknown,>$100M,High ($50-150M)
Thor: Ragnarok,180000000,315058289,531921735,846980024,370.5444577777778,666980024,2017,BV,7.9,482995.0,Indie,>$100M,Blockbuster (>$150M)
Transformers: Revenge of the Fallen,210000000,402111870,434407829,836519699,298.3427138095238,626519699,2009,,,,Unknown,>$100M,Blockbuster (>$150M)
Inception,160000000,292576195,542948447,835524642,422.20290125,675524642,2010,WB,8.8,1841066.0,Major,>$100M,Blockbuster (>$150M)
"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,537400000,829724737,509.1958421439061,693524737,2012,,,,Unknown,>$100M,High ($50-150M)
Spider-Man,139000000,403706375,418000000,821706375,491.1556654676259,682706375,2002,,,,Unknown,>$100M,High ($50-150M)
Wonder Woman,150000000,412563408,408569970,821133378,447.422252,671133378,2017,WB,7.5,487527.0,Major,>$100M,High ($50-150M)
Independence Day,75000000,306169255,511231623,817400878,989.8678373333332,742400878,1996,,,,Unknown,$50-100M,High ($50-150M)
Shrek the Third,160000000,322719944,484610992,807330936,404.581835,647330936,2007,,,,Unknown,>$100M,Blockbuster (>$150M)
Fantastic Beasts and Where to Find Them,180000000,234037575,568365278,802402853,345.7793627777778,622402853,2016,WB,7.3,365353.0,Major,>$100M,Blockbuster (>$150M)
Deadpool,58000000,363070709,437954884,801025593,1281.0786086206895,743025593,2016,Fox,8.0,820847.0,Major,$50-100M,High ($50-150M)
Coco,175000000,209726015,588282086,798008101,356.0046291428572,623008101,2017,BV,8.4,277194.0,Indie,>$100M,Blockbuster (>$150M)
Harry Potter and the Prisoner of Azkaban,130000000,249757726,547149597,796907323,513.005633076923,666907323,2004,,,,Unknown,>$100M,High ($50-150M)
Spider-Man 2,200000000,373524485,421586185,795110670,297.555335,595110670,2004,,,,Unknown,>$100M,Blockbuster (>$150M)
ET: The Extra-Terrestrial,10500000,435110554,357854772,792965326,7452.050723809522,782465326,1982,,,,Unknown,$10-25M,Low (<$15M)
Fast and Furious 6,160000000,238679850,550620594,789300444,393.3127775,629300444,2013,,,,Unknown,>$100M,Blockbuster (>$150M)
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,615682261,788241137,242.71353782608696,558241137,2017,BV,6.6,228592.0,Indie,>$100M,Blockbuster (>$150M)
Mission: ImpossibleâFallout,178000000,220159104,567297448,787456552,342.39132134831465,609456552,2018,,,,Unknown,>$100M,Blockbuster (>$150M)
Deadpool 2,110000000,324591735,462088822,786680557,615.1641427272727,676680557,2018,Fox,7.8,391735.0,Major,>$100M,High ($50-150M)
Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,469534294,786635413,325.2083313513514,601635413,2008,,,,Unknown,>$100M,Blockbuster (>$150M)
Star Wars Ep. IV: A New Hope,11000000,460998007,325600000,786598007,7050.890972727272,775598007,1977,,,,Unknown,$10-25M,Low (<$15M)
Guardians of the Galaxy,170000000,333172112,437695404,770867516,353.45148,600867516,2014,BV,8.1,948394.0,Indie,>$100M,Blockbuster (>$150M)
The Da Vinci Code,125000000,217536138,550284321,767820459,514.2563672,642820459,2006,,,,Unknown,>$100M,High ($50-150M)
The Hunger Games: Mockingjay - Part 1,125000000,337135885,429439246,766575131,513.2601048,641575131,2014,LGF,6.6,379050.0,Indie,>$100M,High ($50-150M)
Maleficent,180000000,241407328,517129407,758536735,321.40929722222216,578536735,2014,BV,7.0,305832.0,Indie,>$100M,Blockbuster (>$150M)
The Amazing Spider-Man,220000000,262030663,495859604,757890267,244.49557590909092,537890267,2012,Sony,7.0,525632.0,Major,>$100M,Blockbuster (>$150M)
2012,200000000,166112167,591565581,757677748,278.83887400000003,557677748,2009,,,,Unknown,>$100M,Blockbuster (>$150M)
Shrek Forever After,165000000,238736787,517507886,756244673,358.3301048484849,591244673,2010,P/DW,6.3,167532.0,Indie,>$100M,Blockbuster (>$150M)
X-Men: Days of Future Past,200000000,233921534,513941241,747862775,273.9313875,547862775,2014,Fox,8.0,620079.0,Major,>$100M,Blockbuster (>$150M)
Madagascar 3: Europe's Most Wanted,145000000,216391482,530529789,746921271,415.1181179310345,601921271,2012,P/DW,6.8,146858.0,Indie,>$100M,High ($50-150M)
Suicide Squad,175000000,325100054,420959833,746059887,326.31993542857145,571059887,2016,WB,6.0,533039.0,Major,>$100M,Blockbuster (>$150M)
Monsters University,200000000,268488329,475100000,743588329,271.7941645,543588329,2013,BV,7.3,291887.0,Indie,>$100M,Blockbuster (>$150M)
The Matrix Reloaded,150000000,281553689,457023240,738576929,392.3846193333334,588576929,2003,,,,Unknown,>$100M,High ($50-150M)
Up,175000000,293004164,438459213,731463377,317.97907257142856,556463377,2009,,,,Unknown,>$100M,Blockbuster (>$150M)
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,428828615,720539572,300.29976222222217,540539572,2005,,,,Unknown,>$100M,Blockbuster (>$150M)
Captain America: The Winter Soldier,170000000,259746958,454654931,714401889,320.2364052941177,544401889,2014,BV,7.8,666252.0,Indie,>$100M,Blockbuster (>$150M)
Dawn of the Planet of the Apes,170000000,208545589,502098977,710644566,318.0262152941177,540644566,2014,Fox,7.6,390199.0,Major,>$100M,Blockbuster (>$150M)
The Amazing Spider-Man 2,200000000,202853933,506142403,708996336,254.49816800000002,508996336,2014,Sony,6.6,388363.0,Major,>$100M,Blockbuster (>$150M)
Transformers,151000000,319246193,389026399,708272592,369.05469668874167,557272592,2007,,,,Unknown,>$100M,Blockbuster (>$150M)
The Twilight Saga: Eclipse,68000000,300531751,405571077,706102828,938.3865117647058,638102828,2010,Sum.,5.0,211733.0,Indie,$50-100M,High ($50-150M)
It,35000000,327481748,369976221,697457969,1892.7370542857145,662457969,2017,WB (NL),7.4,359123.0,Major,$25-50M,Medium ($15-50M)
Mission: ImpossibleâGhost Protocol,145000000,209397903,485315327,694713230,379.1125724137931,549713230,2011,,,,Unknown,>$100M,High ($50-150M)
Gravity,110000000,274092705,419605968,693698673,530.6351572727273,583698673,2013,WB,7.7,710018.0,Major,>$100M,High ($50-150M)
"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,408132918,689420051,440.721608627451,561920051,2011,,,,Unknown,>$100M,High ($50-150M)
Mission: ImpossibleâRogue Nation,150000000,195042377,493816615,688858992,359.239328,538858992,2015,,,,Unknown,>$100M,High ($50-150M)
The Twilight Saga: New Moon,50000000,296623634,390934093,687557727,1275.115454,637557727,2009,,,,Unknown,$25-50M,Medium ($15-50M)
Forrest Gump,55000000,330151138,349699499,679850637,1136.0920672727273,624850637,1994,,,,Unknown,$50-100M,High ($50-150M)
The Hunger Games,80000000,408010692,269912687,677923379,747.40422375,597923379,2012,LGF,7.2,795227.0,Indie,$50-100M,High ($50-150M)
Doctor Strange,165000000,232641920,443762646,676404566,309.9421612121212,511404566,2016,BV,7.5,514510.0,Indie,>$100M,Blockbuster (>$150M)
The Sixth Sense,40000000,293506292,379300000,672806292,1582.01573,632806292,1999,,,,Unknown,$25-50M,Medium ($15-50M)
Man of Steel,225000000,291045518,376954000,667999518,196.88867466666667,442999518,2013,WB,7.1,647288.0,Major,>$100M,Blockbuster (>$150M)
Interstellar,165000000,188017894,478361481,666379375,303.8662878787879,501379375,2014,Par.,8.6,1299334.0,Indie,>$100M,Blockbuster (>$150M)
Kung Fu Panda 2,150000000,165249063,499588484,664837547,343.22503133333333,514837547,2011,P/DW,7.2,228465.0,Indie,>$100M,High ($50-150M)
Star Wars Ep. II: Attack of the Clones,115000000,310676740,346018875,656695615,471.03966521739136,541695615,2002,,,,Unknown,>$100M,High ($50-150M)
Justice League,300000000,229024295,426920914,655945209,118.648403,355945209,2017,WB,6.5,329135.0,Major,>$100M,Blockbuster (>$150M)
The Martian,108000000,228433663,426837780,655271443,506.7328175925926,547271443,2015,Fox,8.0,680116.0,Major,>$100M,High ($50-150M)
Men in Black 3,215000000,179020854,475192631,654213485,204.28534186046508,439213485,2012,,6.8,309879.0,Unknown,>$100M,Blockbuster (>$150M)
Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,492664185,652220086,226.11004300000002,452220086,2018,WB,6.6,163151.0,Major,>$100M,Blockbuster (>$150M)
Big Hero 6,165000000,222527828,429600000,652127828,295.2289866666667,487127828,2014,BV,7.8,371204.0,Indie,>$100M,Blockbuster (>$150M)
Ice Age: The Meltdown,75000000,195330621,456568661,651899282,769.1990426666667,576899282,2006,,,,Unknown,$50-100M,High ($50-150M)
The Hunger Games: Mockingjay - Part 2,160000000,281723902,367262885,648986787,305.616741875,488986787,2015,LGF,6.6,252384.0,Indie,>$100M,Blockbuster (>$150M)
Thor: The Dark World,150000000,206362140,438240376,644602516,329.73501066666665,494602516,2013,BV,6.9,540996.0,Indie,>$100M,High ($50-150M)
Moana,150000000,248757044,388760321,637517365,325.01157666666666,487517365,2016,BV,7.6,224253.0,Indie,>$100M,High ($50-150M)
Pirates of the Caribbean: The Curse of the Black Pearl,140000000,305411224,329542879,634954103,353.53864500000003,494954103,2003,,,,Unknown,>$100M,High ($50-150M)
Sing,75000000,270329045,364125744,634454789,745.9397186666667,559454789,2016,Uni.,7.1,115951.0,Indie,$50-100M,High ($50-150M)
Kung Fu Panda,130000000,215434591,416475940,631910531,386.0850238461539,501910531,2008,,,,Unknown,>$100M,High ($50-150M)
Fast Five,125000000,210031325,420132129,630163454,404.1307632,505163454,2011,Uni.,7.3,329892.0,Indie,>$100M,High ($50-150M)
Ratatouille,150000000,206445654,420104041,626549695,317.69979666666666,476549695,2007,,,,Unknown,>$100M,High ($50-150M)
Hancock,150000000,227946274,396287998,624234272,316.15618133333334,474234272,2008,,,,Unknown,>$100M,High ($50-150M)
Ant-Man and the Wasp,130000000,216648740,406495920,623144660,379.3420461538461,493144660,2018,BV,7.1,244024.0,Indie,>$100M,High ($50-150M)
The Passion of the Christ,25000000,370782930,251558994,622341924,2389.3676960000007,597341924,2004,,,,Unknown,$10-25M,Medium ($15-50M)
Iron Man 2,170000000,312433331,308723058,621156389,265.3861111764706,451156389,2010,Par.,7.0,657690.0,Indie,>$100M,Blockbuster (>$150M)
Life of Pi,120000000,124987022,495924981,620912003,417.4266691666666,500912003,2012,Fox,7.9,535836.0,Major,>$100M,High ($50-150M)
Aladdin,182000000,246734314,372500000,619234314,240.2386340659341,437234314,2019,,7.4,57549.0,Unknown,>$100M,Blockbuster (>$150M)
The Lost World: Jurassic Park,75000000,229086679,389552320,618638999,724.8519986666665,543638999,1997,,,,Unknown,$50-100M,High ($50-150M)
Mamma Mia!,52000000,144130063,471618709,615748772,1084.1322538461536,563748772,2008,,,,Unknown,$50-100M,High ($50-150M)
Logan,127000000,226277068,389184326,615461394,384.61527086614166,488461394,2017,,6.2,252.0,Unknown,>$100M,High ($50-150M)
The Incredibles,92000000,261441092,353285660,614726752,568.1812521739131,522726752,2004,,,,Unknown,$50-100M,High ($50-150M)
How to Train Your Dragon 2,145000000,177002924,437583346,614586270,323.8526,469586270,2014,Fox,7.8,278205.0,Major,>$100M,High ($50-150M)
War of the Worlds,132000000,234280354,372556181,606836535,359.7246477272727,474836535,2005,,5.8,11.0,Unknown,>$100M,High ($50-150M)
Transformers: The Last Knight,217000000,130168683,472724657,602893340,177.8310322580645,385893340,2017,Par.,5.2,119007.0,Indie,>$100M,Blockbuster (>$150M)
Madagascar: Escape 2 Africa,150000000,180174880,419505894,599680774,299.78718266666664,449680774,2008,,,,Unknown,>$100M,High ($50-150M)
Casino Royale,102000000,167365000,427055283,594420283,482.7649833333333,492420283,2006,,,,Unknown,>$100M,High ($50-150M)
Quantum of Solace,230000000,169368427,422323651,591692078,157.25742521739133,361692078,2008,,,,Unknown,>$100M,Blockbuster (>$150M)
Men in Black,90000000,250690539,337100000,587790539,553.1005988888887,497790539,1997,,,,Unknown,$50-100M,High ($50-150M)
Tangled,260000000,200821936,385655304,586477240,125.56816923076923,326477240,2010,BV,7.8,366366.0,Indie,>$100M,Blockbuster (>$150M)
The Hangover Part II,80000000,254464305,332000000,586464305,633.08038125,506464305,2011,WB,6.5,432800.0,Major,$50-100M,High ($50-150M)
I am Legend,150000000,256393010,329139674,585532684,290.35512266666666,435532684,2007,,,,Unknown,>$100M,High ($50-150M)
Iron Man,186000000,318604126,266567421,585171547,214.60835860215056,399171547,2008,,5.6,14.0,Unknown,>$100M,Blockbuster (>$150M)
Night at the Museum,110000000,250863268,328583139,579446407,426.76946090909087,469446407,2006,,,,Unknown,>$100M,High ($50-150M)
Ready Player One,150000000,137690172,441599964,579290136,286.19342400000005,429290136,2018,WB,7.5,301660.0,Major,>$100M,High ($50-150M)
The Croods,135000000,187168425,385900000,573068425,324.4951296296296,438068425,2013,Fox,7.2,176699.0,Major,>$100M,High ($50-150M)
Star Wars Ep. VI: Return of the Jedi,32500000,309205079,263500000,572705079,1662.1694738461538,540205079,1983,,,,Unknown,$25-50M,Medium ($15-50M)
Fifty Shades of Grey,40000000,166167230,404830871,570998101,1327.4952525,530998101,2015,Uni.,4.1,279126.0,Indie,$25-50M,Medium ($15-50M)
The Smurfs,110000000,142614158,421135165,563749323,412.49938454545446,453749323,2011,Sony,5.5,77577.0,Major,>$100M,High ($50-150M)
Kong: Skull Island,185000000,168052812,393019247,561072059,203.28219405405403,376072059,2017,WB,6.6,237720.0,Major,>$100M,Blockbuster (>$150M)
Cars 2,200000000,191450875,368704508,560155383,180.07769150000001,360155383,2011,BV,6.2,138914.0,Indie,>$100M,Blockbuster (>$150M)
"Monsters, Inc.",115000000,289423425,270334294,559757719,386.7458426086956,444757719,2001,,,,Unknown,>$100M,High ($50-150M)
Madagascar,75000000,193595521,362964045,556559566,642.0794213333334,481559566,2005,,,,Unknown,$50-100M,High ($50-150M)
The Day After Tomorrow,125000000,186740799,369578651,556319450,345.05556,431319450,2004,,,,Unknown,>$100M,High ($50-150M)
Ted,50000000,218665740,337350887,556016627,1012.033254,506016627,2012,Uni.,6.9,538367.0,Indie,$25-50M,Medium ($15-50M)
Puss in Boots,130000000,149260504,405726973,554987477,326.9134438461538,424987477,2011,P/DW,6.6,133355.0,Indie,>$100M,High ($50-150M)
Brave,185000000,237282182,317324350,554606532,199.78731459459462,369606532,2012,BV,7.1,338728.0,Indie,>$100M,Blockbuster (>$150M)
Armageddon,140000000,201578182,353021818,554600000,296.1428571428571,414600000,1998,,,,Unknown,>$100M,High ($50-150M)
Mei Ren Yu,60720000,3229457,551287214,554516671,813.2356241765482,493796671,2016,,,,Unknown,$50-100M,High ($50-150M)
King Kong,207000000,218080025,332437332,550517357,165.95041400966184,343517357,2005,,,,Unknown,>$100M,Blockbuster (>$150M)
Mission: Impossible 2,120000000,215409889,334178627,549588516,357.99043,429588516,2000,,,,Unknown,>$100M,High ($50-150M)
American Sniper,58000000,350126372,197200000,547326372,843.6661586206897,489326372,2014,WB,7.3,401915.0,Major,$50-100M,High ($50-150M)
Despicable Me,69000000,251513985,291950588,543464573,687.6298159420288,474464573,2010,Uni.,7.7,464511.0,Indie,$50-100M,High ($50-150M)
X-Men: Apocalypse,178000000,155442489,387095057,542537546,204.7963741573034,364537546,2016,Fox,7.0,356556.0,Major,>$100M,Blockbuster (>$150M)
Sherlock Holmes: A Game of Shadows,125000000,186848418,348815025,535663443,328.5307544000001,410663443,2011,WB,7.5,394189.0,Major,>$100M,High ($50-150M)
Cinderella,95000000,201151353,333400000,534551353,462.685634736842,439551353,2015,,6.9,142792.0,Unknown,$50-100M,High ($50-150M)
Star Wars Ep. V: The Empire Strikes Back,23000000,290271960,243889374,534161334,2222.440582608696,511161334,1980,,,,Unknown,$10-25M,Medium ($15-50M)
The Revenant,135000000,183637894,349300408,532938302,294.76911259259265,397938302,2015,Fox,8.0,621193.0,Major,>$100M,High ($50-150M)
WALL-E,180000000,223808164,308699861,532508025,195.83779166666665,352508025,2008,,,,Unknown,>$100M,Blockbuster (>$150M)
World War Z,190000000,202359711,329154939,531514650,179.74455263157898,341514650,2013,Par.,7.0,553751.0,Indie,>$100M,Blockbuster (>$150M)
The Meg,178000000,145443742,384086973,529530715,197.4891657303371,351530715,2018,WB,5.7,114042.0,Major,>$100M,Blockbuster (>$150M)
Godzilla,160000000,200676069,328400000,529076069,230.672543125,369076069,2014,,6.4,350687.0,Unknown,>$100M,Blockbuster (>$150M)
Hotel Transylvania 3: Summer Vacation,65000000,167500092,359579870,527079962,710.8922492307692,462079962,2018,Sony,6.3,42299.0,Major,$50-100M,High ($50-150M)
The Simpsons Movie,72500000,183135014,343936008,527071022,626.9945131034483,454571022,2007,,,,Unknown,$50-100M,High ($50-150M)
Ralph Breaks The Internet,175000000,201091711,323191984,524283695,199.59068285714287,349283695,2018,BV,7.1,85694.0,Indie,>$100M,Blockbuster (>$150M)
How to Train Your Dragon: The Hidden World,129000000,160791800,358466483,519258283,302.52580077519383,390258283,2019,,7.6,60769.0,Unknown,>$100M,High ($50-150M)
Ant-Man,130000000,180202163,338656286,518858449,299.1218838461538,388858449,2015,BV,7.3,501213.0,Indie,>$100M,High ($50-150M)
Ghost,22000000,217631306,299968694,517600000,2252.7272727272725,495600000,1990,,5.8,229.0,Unknown,$10-25M,Medium ($15-50M)
Kung Fu Panda 3,140000000,143528619,374070523,517599142,269.71367285714285,377599142,2016,Fox,7.1,116166.0,Major,>$100M,High ($50-150M)
Meet the Fockers,60000000,279167575,237400000,516567575,760.9459583333332,456567575,2004,,,,Unknown,$50-100M,High ($50-150M)
Terminator 2: Judgment Day,100000000,203464105,311955722,515419827,415.419827,415419827,1991,,,,Unknown,$50-100M,High ($50-150M)
Toy Story 2,90000000,245852179,265506097,511358276,468.17586222222224,421358276,1999,,,,Unknown,$50-100M,High ($50-150M)
